,conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
12314,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2b82b00-f07f-4fc8-a7bb-c8febf65efe5,skill/competence,sector-specific,compare survey computations,"comparing data with standards
survey computations comparison
check data for accuracy
compare data with standards
comparing survey computations
comparing of survey computations
verifying data
verify data
checking data for accuracy
survey computation comparison
comparison of survey computations",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Determine the accuracy of data by comparing computations with applicable standards.
12324,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3,knowledge,cross-sector,product data management,"monitor product data
supervise product data
coordinate product data
manage product data
management of product data
oversee product data",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The use of software to track all information concerning a product such as technical specifications, drawings, design specifications, and production costs."
12330,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e2fb1ee4-fbf9-4690-b677-3e6ff7cfdc48,skill/competence,occupation-specific,test ICT queries,"check ICT query performance
check ICT query output",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Assess that developed queries return and execute correct actions and data.
12339,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3201e73-ef4d-447d-ac9b-b18e45f35eea,skill/competence,occupation-specific,monitor satellites,"oversee satellites
watch satellites
observe satellites
monitoring of satellites",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Analyse ground systems and investigate any anomalous behavior of satellites. Develop the right corrective measures, and implement where necessary."
12354,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e36c1f47-3913-4d35-a6ae-fd9a7243483f,skill/competence,sector-specific,design ventilation network,"design of ventilation network
designing ventilation network
engineer ventilation network
ventilation network design
planning of ventilation network
design and analysis of ventilation network
design and analyse ventilation network
planning ventilation network
designing and analysing ventilation network
plan ventilation network",,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Draft ventilation network. Prepare and plan the ventilation layout using specialist software. Design heating or cooling systems as required. Improve efficiency of ventilation network to lower energy consumption, including the interplay between a near zero energy building (nZEB), its use, and the right ventilation strategy."
12359,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3840f20-1928-4d07-944c-d2dd2ae5cbba,skill/competence,sector-specific,evaluate musical ideas,"assess musical ideas
evaluating musical ideas
evaluate musical idea
evaluate music ideas
gauge musical ideas",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Experiment with different sound sources, use synthesizers and computer software, permanently explore and evaluate musical ideas and concepts."
12378,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3eb64db-bc0b-4cc0-bd31-5feb94b2ef50,skill/competence,cross-sector,track changes in text editing,"tracking changes in text editing
track changes when editing text
underscore changes in text editing
highlight changes in text editing
keep track of changes in text editing",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Track changes such as grammar and spelling corrections, element additions, and other modifications when editing (digital) texts."
12387,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e43084e8-6e3d-4649-93e9-2455ff53bc84,skill/competence,occupation-specific,prepare well data sheets,"preparing well data sheets
well data sheet preparing
compile well data sheets
well data sheet compilation
compilation of well data sheets
preparation of well data sheets
preparing of well data sheets
well data sheet preparation",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Prepare data sheets, listing all relevant information on a well, including location, geological properties of the well, type of resources, temperatures and various analyses plotted against the depth."
12390,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e439742d-558d-4f52-885e-afdc740b48cf,skill/competence,cross-sector,"browse, search and filter data, information and digital content","search, browse, and filter information and digital content",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036,
http://data.europa.eu/esco/concept-scheme/digcomp","Articulate information needs, search for data, information and content in digital environments, access them and navigate between them. Create and update personal search strategies."
12399,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e46291c7-52b9-4174-bd59-178884861038,knowledge,sector-specific,Hadoop,Apache Hadoop,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The open-source data storing, analysis and processing framework which consists mainly in the MapReduce and Hadoop distributed file system (HDFS) components and it is used to provide support for managing and analysing large datasets."
12400,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e464363b-8346-421d-9035-52118b76d8c8,knowledge,sector-specific,computational biology,biological computing,,released,2023-11-29T16:24:23.882Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The interdisciplinary scientific field that focus on employing data analytics and theories to investigate biological systems obtained through experiments.
12401,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,knowledge,sector-specific,principles of artificial intelligence,"artificial intelligence in process
principles of AI",,released,2025-04-11T14:00:36.11Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The artificial intelligence theories, applied principles, architectures and systems, such as intelligent agents, multi-agent systems, expert systems, rule-based systems, neural networks, ontologies and cognition theories."
12425,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4d34eaf-742e-4bba-801d-e8d617f1f419,skill/competence,occupation-specific,operate bale presses,"operate bale pressing machines
operate bale pressing machinery
tend bale pressing machines
tend vertical and hydraulic bale presses
operate vertical and hydraulic bale presses
tend bale presses",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Start, operate and monitor computerised bale presses."
12426,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e4d90d50-bd28-4a0c-a3a7-d4963e2a307a,skill/competence,cross-sector,study radar images,"radar image analysis
analyse radar images
monitor radar images
measure radar images
studying radar images",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Analyse radar images to study phenomena on Earth's surface.
12455,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131,knowledge,sector-specific,ICT market,ICT market trends,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The processes, stakeholders and the dynamics of the chain of goods and services in the ICT market sector."
12471,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5a6e1e0-1b07-4432-83ba-77d593b2cb47,knowledge,sector-specific,SAS Data Management,SAS Data Management software,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program SAS Data Management is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company SAS."
12474,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,skill/competence,sector-specific,implement a firewall,"installing a network security firewall
install a network security firewall
implementing network firewall
install a firewall
implementing a firewall
firewall implementing
implement network firewall
network firewall implementing
installing a firewall",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Download, install and update a network security system designed to prevent unauthorized access to a private network."
12476,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5beeff8-7c98-490a-ae2c-16fbb6a87305,skill/competence,sector-specific,manage keys for data protection,manage data protection keys,,released,2025-04-16T12:05:43.358Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Select appropriate authentication and authorization mechanisms. Design, implement and troubleshoot key management and use. Design and implement a data encryption solution for data at rest and data in transit."
12481,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5d1f825-60ed-4bdd-872a-e748c387f777,knowledge,sector-specific,CSS,Cascading Style Sheets,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer language CSS is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
12496,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e6262391-ffda-4b8e-9f5c-89cf1a0e7384,knowledge,sector-specific,audiovisual equipment,"audio-visual apparatus
audio-visual devices
audio-visual instruments
audio-visual gear",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The characteristics and usage of different tools that stimulate the sight and audio senses.
12499,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e63da991-d405-4463-9874-3555c80082d9,skill/competence,cross-sector,create 2D painting,produce 2D painting,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Produce a drawing by using a range of digital tools.
12509,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e665d919-f28d-4ac4-adf0-8903ac66540e,skill/competence,cross-sector,develop design plans,"produce design plans
developing design plans
evaluate design plans
launch design plans
establish design plans
develop a design plan
design plan development",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Develop design plans by using computer-aided-design (CAD); work in accordance with budget estimates; organise and conduct meetings with clients.
12525,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e6b8f934-7f35-4dc6-9a64-f6c43acdc00b,knowledge,sector-specific,software components suppliers,suppliers of software components,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The suppliers who can deliver the required software components.
12554,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e743a3f3-ba4a-4dab-99a6-6321dba6b502,skill/competence,occupation-specific,maintain up-to-date aeronautical information management services,"maintain updated AIM services
perform AIM update activities
ensure AIM systems and services remain up-to-date
ensure aeronautical information management systems and services remain up-to-date
keep AIM services up to date
keep aeronautical information management services up-to-date
keep aeronautical information services updated
conduct updates of AIM services
conduct updates of aeronautical information management services
keep AIM services updated
perform aeronautical information management system update activities
maintain updated aeronautical information management services
maintain up-to-date AIM services",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Maintain up-to-date aeronautical information management (AIM) services such as aeronautical data sets, charts, and publications."
12558,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e74f4f21-8d45-412c-b5c3-652e6167ee32,knowledge,cross-sector,content development processes,"content production techniques
content production processes",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The specialised techniques used to design, write, compile, edit and organise digital content, such as text, graphics and videos for publishing purposes."
12572,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e79dab00-fe87-48f2-b8cc-f48b68bc7f35,knowledge,sector-specific,WhiteHat Sentinel,"WhiteHat Sentinel Standard Edition
WhiteHat Sentinel Baseline Edition
WhiteHat Sentinel Premium Edition",,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The computer program WhiteHat Sentinel is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company WhiteHat Security."
12595,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e8171178-9a60-40a6-ad3b-510e10cfebad,skill/competence,cross-sector,render 3D images,"convert 3D wire frame models into 2D images
employ specialised tools to render 3D images
use 3D non-photorealistic effects to render 3D images
use 3D photorealistic effects to render 3D images
use computer tools to render 3D images",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use specialised tools to convert 3D wire frame models into 2D images with 3D photorealistic effects or non-photorealistic rendering on a computer.
12596,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e819cc1e-09d9-47f2-b418-93972852daef,knowledge,sector-specific,MarkLogic,"MarkLogic NoSQL database
MarkLogic non-relational database",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The NoSQL enterprise non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud and which provides features such as semantics, flexible data models and Hadoop integration."
12598,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e81d7bed-b7c7-41bf-a30a-e3201e8f09b3,knowledge,sector-specific,audio mastering,"mastering of audio
sound mastering
soundtrack mastering",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The post-production process where the finished recorded audio is transferred to a data storage device from which it will be copied.
12606,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e842ed4c-23c1-4c29-b1b1-b490889db735,skill/competence,sector-specific,plot shipping navigation routes,"develop navigation routes for ships
plan maritime navigation routes
design vessel navigation routes
plan shipping navigation routes
plot ship navigation routes
develop navigation routes for vessels
plot water-based navigation routes
plot maritime navigation routes
design navigation routes for ships
plot shipping courses",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Plot the navigation route of a vessel under the review of a superior deck officer. Operate a ship radar or electronic charts and automatic identification system.
12618,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e87ec79a-c9ff-46f5-84fa-7a0f394cdf40,knowledge,cross-sector,robotics,"industrial automation
mechatronics
science of robotics
field of robotics
robotic engineering
application of mechatronics",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The branch of engineering that involves the design, operation, manufacture, and application of robots. Robotics is part of mechanical engineering, electrical engineering, and computer science and overlaps with mechatronics and automation engineering."
12627,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e8b89eb6-51e8-4c3a-babb-88b2e110376b,knowledge,sector-specific,Pascal (computer programming),Pascal,,released,2022-07-05T14:34:33.959Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Pascal."
12629,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e8bae3fe-6d8d-457e-a20b-6f8eea4d5402,skill/competence,sector-specific,operate sound live,"operating sound live
use live sound systems
operate live audio systems
operate live sound",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Operate sound system and audio devices during rehearsals or in a live situation.
12641,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e8dd9cc1-c83d-45ec-a7b0-e3727ab90336,skill/competence,sector-specific,create moving images,"create a moving image
develop animated images
create motion pictures
create images that move",,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Create and develop two-dimensional and three-dimensional images in motion and animations.
12671,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e975b791-b488-4935-be44-06f2f9a443bb,skill/competence,cross-sector,set up automotive robot,"assemble automotive robotic machining systems
create automotive robotic machining systems
arrange automotive robotic machining systems
create automotive robot
erect automotive robotic machining systems
arrange automotive robot
erect automotive robot
assemble automotive robot",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Set up and programme an automotive robot working on machine processes and substituting or collaboratively supporting human labour, such as the six-axis automotive robot."
12686,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9ac6d35-0219-44c3-b488-bfd14923d09f,skill/competence,sector-specific,use pattern-cutting softwares,"pattern-cutting software utilization
utilise pattern-cutting softwares
employ pattern-cutting softwares
pattern-cutting software utilisation
pattern-cutting softwares usage
use softwares for pattern-cutting
utilize pattern-cutting softwares",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Use pattern-cutting softwares in order to create templates for the manufacturing of wearing apparel, made-up textile articles, and textile products. Set adequate patterns in softwares for replicability of products taking into account sizes and shapes."
12716,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea412de3-9d7a-4943-8d8c-c6d3c7495d0e,skill/competence,sector-specific,execute integration testing,test interface between software components,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Perform testing of system or software components grouped in multiple ways to evaluate their ability to interconnect, their interface and their ability to provide global functionality."
12732,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea99e1f2-ad03-4bb3-8960-1227fc76bb2a,skill/competence,cross-sector,interpret graphical communication interfaces,"interpret graphical representations used in communication programme
understand graphical representations used in communication programmes
read graphical communication interfaces
interpret graphical interfaces for communication
understand graphical communication programmes
read graphical interfaces for communication
comprehend graphical communication interfaces
comprehend graphical representations used in communication programmes
perceive graphical communication interfaces",,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Have the capacity to understand the various shapes and representations used in the schematics and 3D isometric model presented by communication programmes.
12742,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eabc06f6-2daf-45bb-b525-7fc078e2eadf,skill/competence,sector-specific,design optical prototypes,"optical prototype developing
optical prototypes developing
optical prototype designing
developing optical prototypes
develop optical prototypes
optical prototypes designing
designing optical prototypes",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Design and develop prototypes of optical products and components using technical drawing software.
12763,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb0e5615-1575-4a86-a1a2-7d39595033c5,knowledge,sector-specific,ABAP,"ABAP Programming Techniques
ABAP software development
ABAP programming techniques
ABAP software techniques",,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in ABAP."
12767,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb275d0d-64bb-49cb-a501-72aff776088f,skill/competence,sector-specific,use session border controller,use SBC,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Manage calls during a given voice over Internet Protocol (VoIP) session and ensure security and quality of service by operating a session border controller (SBC).
12768,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb2ae1c7-ba57-4695-8f29-9dd41c26e01e,skill/competence,cross-sector,develop online sales business plan,"produce online sales business plan
develop online sales business plans
evaluate online sales business plan
develop an online sales business plan
launch online sales business plan
establish online sales business plan
developing online sales business plan",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Gather relevant information and write a well-structured document providing the trajectory of a business project, adapted to an online environment."
12776,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb3aa8c1-fb14-47b4-a352-b7975abd2480,skill/competence,sector-specific,replicate customer software issues,"simulate customer software problems
analyse customer software problems
replicate customer software problems
simulate customer software issues
analyse customer software issues",,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Use specialised tools to replicate and analyse the conditions that caused the set of software states or outputs reported by the customer in order to provide adequate solutions.
12816,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec0bbf39-0edd-4015-a2c3-82ad563ce3a8,skill/competence,cross-sector,draft corporate emails,"draft corporation emails
drafting corporate emails
compose corporate emails
write corporate emails
draft corporate email",,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Prepare, compile, and write mails with the adequate information and an appropriate language to make internal or external communications."
12817,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec0d2580-ee2f-45e6-a423-c69dd3f03868,skill/competence,sector-specific,adjust hearing aids,"adjust hearing aid
tune hearing aid
fit hearing aids
adjust a hearing aid
tune hearing aids
fit hearing aid",,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Program hearing aids using a computer, fitting and dispensing hearing aids, or administering cochlear implants, electronic devices used to improve a person`s hearing."
12820,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec25e825-8c5b-4b46-950b-dcb87dd410e7,skill/competence,sector-specific,set up basic recording,"set up a basic recording
set up an audio recording
setting up basic recording
set up stereo basic recording",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Set up a basic stereo audio recording system.
12838,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec85cc63-4e24-4631-bf92-8789db2605c0,skill/competence,sector-specific,maintain database security,keep database security,,released,2025-06-25T12:15:04.406Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Master a wide variety of information security controls in order to pursue maximal database protection.
12843,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec95d0a4-886e-4eb1-aa4c-2d5f2549df7d,skill/competence,cross-sector,use translation memory software,"operate translation memory software
translation memory software use
employ translation memory software
using translation memory software
apply translation memory software",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Facilitate efficient language translation using translation memory software.
12879,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed1d8bd4-cd2a-4c64-b665-56d70651026c,knowledge,sector-specific,Prototyping development,prototyping methodology,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",The prototyping development model is a methodology to design software systems and applications.
